PublishedAt,VADER_Negative,VADER_Neutral,VADER_Positive
2024-12-30 14:41:18,0.0,0.816,0.184
2024-12-30 13:45:15,0.078,0.825,0.097
2024-12-30 13:15:00,0.0,0.773,0.227
2024-12-30 12:20:09,0.0,1.0,0.0
2024-12-30 12:20:08,0.0,0.625,0.375
2024-12-30 12:20:07,0.0,0.714,0.286
2024-12-30 12:20:06,0.0,0.625,0.375
2024-12-30 08:21:51,0.0,0.814,0.186
2024-12-30 04:03:13,0.037,0.938,0.025
2024-12-29 13:00:18,0.0,0.833,0.167
2024-12-28 23:57:00,0.0,0.664,0.336
2024-12-28 13:15:00,0.0,0.749,0.251
2025-01-03 22:43:49,0.049,0.727,0.224
2025-01-03 19:28:31,0.137,0.771,0.093
2025-01-03 19:00:00,0.0,0.89,0.11
2025-01-03 17:27:52,0.12,0.697,0.183
2025-01-03 16:00:37,0.0,0.82,0.18
2025-01-03 15:00:16,0.0,0.834,0.166
2025-01-03 14:00:00,0.0,0.66,0.34
2025-01-03 13:24:00,0.0,0.8,0.2
2025-01-03 13:00:00,0.1,0.615,0.285
2025-01-03 12:20:07,0.0,1.0,0.0
2025-01-03 12:20:06,0.0,1.0,0.0
2025-01-03 11:58:50,0.0,0.885,0.115
2025-01-03 11:45:00,0.0,0.617,0.383
2025-01-03 11:23:07,0.0,0.805,0.195
2025-01-03 11:15:00,0.0,1.0,0.0
2025-01-03 11:11:00,0.037,0.584,0.379
2025-01-03 10:50:00,0.0,0.901,0.099
2025-01-03 10:28:00,0.0,0.859,0.141
2025-01-03 09:35:00,0.048,0.725,0.228
2025-01-03 08:33:44,0.0,0.896,0.104
2025-01-03 06:29:45,0.092,0.794,0.114
2025-01-03 04:59:46,0.23,0.729,0.041
2025-01-03 04:30:22,0.039,0.78,0.181
2025-01-02 23:10:00,0.0,0.922,0.078
2025-01-02 20:32:10,0.046,0.755,0.198
2025-01-02 20:25:09,0.056,0.885,0.059
2025-01-02 19:02:52,0.0,0.87,0.13
2025-01-02 16:00:28,0.0,0.758,0.242
2025-01-02 14:09:29,0.126,0.656,0.219
2025-01-02 13:15:00,0.0,0.754,0.246
2025-01-02 12:22:23,0.141,0.727,0.132
2025-01-02 12:20:07,0.0,1.0,0.0
2025-01-02 09:13:45,0.056,0.911,0.033
2025-01-02 03:28:01,0.0,0.616,0.384
2025-01-01 19:00:19,0.101,0.847,0.053
2025-01-01 16:00:27,0.0,0.842,0.158
2025-01-01 15:15:41,0.0,0.922,0.078
2025-01-01 12:20:08,0.0,1.0,0.0
2025-01-01 12:20:08,0.0,0.809,0.191
2025-01-01 11:06:00,0.0,0.854,0.146
2024-12-31 16:00:30,0.0,0.947,0.053
2024-12-31 15:13:00,0.0,0.816,0.184
2024-12-31 15:11:51,0.0,0.87,0.13
2024-12-31 14:46:00,0.0,0.747,0.253
2024-12-31 14:16:46,0.0,0.871,0.129
2024-12-31 14:00:26,0.0,0.799,0.201
2024-12-31 13:10:00,0.065,0.761,0.174
2024-12-31 12:20:08,0.0,1.0,0.0
2024-12-31 12:20:08,0.0,0.684,0.316
2024-12-31 12:20:07,0.0,1.0,0.0
2025-01-02 14:25:27,0.0,1.0,0.0
2025-01-03 00:54:28,0.262,0.738,0.0
2025-01-02 07:43:33,0.118,0.882,0.0
2025-01-02 17:02:51,0.0,1.0,0.0
2025-01-02 19:07:00,0.0,1.0,0.0
2025-01-02 13:48:02,0.0,1.0,0.0
2025-01-02 14:10:00,0.0,0.75,0.25
2025-01-02 10:55:00,0.0,1.0,0.0
2025-01-02 16:10:23,0.0,1.0,0.0
2025-01-02 18:43:00,0.0,1.0,0.0
2025-01-03 00:52:46,0.0,1.0,0.0
2025-01-02 17:51:00,0.262,0.604,0.134
2025-01-02 11:35:58,0.0,1.0,0.0
2025-01-02 13:34:34,0.0,1.0,0.0
2025-01-02 12:46:10,0.394,0.606,0.0
2025-01-02 17:08:00,0.0,0.854,0.146
2025-01-02 17:32:00,0.0,1.0,0.0
2025-01-02 12:55:07,0.0,1.0,0.0
2024-12-31 10:10:58,0.0,0.93,0.07
2025-01-02 16:30:00,0.0,1.0,0.0
2025-01-02 13:04:12,0.0,1.0,0.0
2025-01-02 11:59:00,0.0,1.0,0.0
2025-01-02 08:53:00,0.0,1.0,0.0
2025-01-02 16:08:36,0.0,1.0,0.0
2025-01-02 22:54:22,0.0,0.926,0.074
2025-01-02 09:46:58,0.0,1.0,0.0
2025-01-02 13:27:26,0.0,1.0,0.0
2025-01-02 13:00:31,0.0,1.0,0.0
2025-01-02 09:09:00,0.0,1.0,0.0
2025-01-02 15:40:00,0.0,1.0,0.0
2025-01-02 15:12:38,0.0,1.0,0.0
2025-01-02 21:52:19,0.0,0.744,0.256
2025-01-02 05:57:11,0.0,1.0,0.0
2025-01-02 11:49:00,0.0,1.0,0.0
2025-01-02 12:00:33,0.0,1.0,0.0
2025-01-02 11:55:40,0.0,1.0,0.0
2025-01-02 12:05:00,0.0,1.0,0.0
2025-01-02 16:19:00,0.0,1.0,0.0
2025-01-02 15:29:00,0.0,1.0,0.0
2025-01-02 14:04:46,0.0,1.0,0.0
2025-01-02 22:34:47,0.0,1.0,0.0
2025-01-01 15:19:43,0.0,1.0,0.0
2025-01-02 09:25:16,0.0,1.0,0.0
2025-01-02 20:09:06,0.0,0.918,0.082
2025-01-02 10:00:45,0.0,1.0,0.0
2024-12-30 14:48:00,0.0,0.659,0.341
2025-01-02 10:44:07,0.0,1.0,0.0
2024-12-30 17:27:00,0.0,1.0,0.0
2025-01-02 11:08:00,0.0,1.0,0.0
2025-01-02 19:55:00,0.0,1.0,0.0
2025-01-02 09:30:58,0.231,0.769,0.0
2024-12-29 08:30:00,0.0,1.0,0.0
2025-01-02 07:35:11,0.0,1.0,0.0
2025-01-02 10:30:00,0.0,1.0,0.0
2025-01-02 10:31:09,0.0,0.915,0.085
2025-01-02 22:18:09,0.0,0.8,0.2
2025-01-02 11:15:26,0.281,0.719,0.0
2025-01-02 12:38:35,0.0,1.0,0.0
2025-01-02 08:00:48,0.0,1.0,0.0
2025-01-02 20:29:42,0.0,1.0,0.0
2025-01-02 05:49:00,0.0,1.0,0.0
2025-01-02 14:48:00,0.0,0.465,0.535
2025-01-02 10:00:08,0.0,1.0,0.0
2025-01-02 11:47:40,0.206,0.794,0.0
2025-01-02 08:54:59,0.0,1.0,0.0
2025-01-02 17:33:36,0.0,0.721,0.279
2025-01-02 09:53:46,0.0,0.876,0.124
2024-12-31 10:00:00,0.0,1.0,0.0
2025-01-02 10:16:00,0.0,1.0,0.0
2025-01-02 06:48:00,0.0,1.0,0.0
2025-01-02 07:58:23,0.0,1.0,0.0
2025-01-01 10:00:00,0.0,1.0,0.0
2025-01-02 11:00:00,0.0,1.0,0.0
2025-01-02 05:21:00,0.146,0.854,0.0
2024-12-30 07:31:46,0.26,0.533,0.207
2025-01-02 08:07:00,0.0,1.0,0.0
2025-01-02 10:50:13,0.328,0.672,0.0
2025-01-02 14:38:01,0.0,1.0,0.0
2025-01-02 14:46:33,0.0,1.0,0.0
2025-01-02 06:48:00,0.0,1.0,0.0
2025-01-02 07:00:43,0.0,0.778,0.222
2024-12-31 14:03:14,0.245,0.755,0.0
2025-01-02 16:22:31,0.154,0.488,0.358
2025-01-02 16:53:00,0.225,0.775,0.0
2024-12-30 14:35:46,0.0,1.0,0.0
2025-01-02 22:08:28,0.0,0.732,0.268
2025-01-02 21:15:00,0.174,0.826,0.0
2025-01-02 17:29:00,0.247,0.753,0.0
2025-01-02 17:03:12,0.0,0.621,0.379
2025-01-02 13:26:38,0.31,0.516,0.174
2025-01-02 17:10:00,0.219,0.662,0.119
2025-01-02 20:10:00,0.16,0.84,0.0
2025-01-02 18:40:05,0.167,0.833,0.0
2025-01-02 23:45:16,0.135,0.865,0.0
2025-01-02 21:35:00,0.0,1.0,0.0
2025-01-02 22:55:45,0.213,0.787,0.0
2025-01-02 20:10:29,0.357,0.643,0.0
2025-01-02 22:17:51,0.178,0.654,0.168
2025-01-02 19:29:36,0.115,0.738,0.148
2025-01-02 14:59:55,0.0,0.874,0.126
2025-01-02 23:58:29,0.164,0.703,0.133
2025-01-02 15:08:25,0.444,0.556,0.0
2025-01-02 22:39:33,0.174,0.826,0.0
2025-01-02 15:00:10,0.0,0.748,0.252
2025-01-02 19:17:55,0.192,0.808,0.0
2025-01-02 21:24:12,0.135,0.865,0.0
2025-01-02 16:33:00,0.375,0.625,0.0
2025-01-02 22:38:51,0.18,0.82,0.0
2025-01-02 17:46:20,0.0,0.708,0.292
2025-01-02 12:27:25,0.0,0.427,0.573
2025-01-03 00:12:09,0.204,0.796,0.0
2025-01-02 18:23:04,0.197,0.574,0.23
2025-01-02 23:23:00,0.0,1.0,0.0
2025-01-02 23:00:00,0.0,1.0,0.0
2025-01-02 23:45:15,0.154,0.65,0.195
2025-01-02 13:45:32,0.343,0.657,0.0
2025-01-03 00:36:03,0.0,0.723,0.277
2025-01-02 21:22:00,0.0,0.769,0.231
2025-01-02 18:57:00,0.38,0.62,0.0
2025-01-02 21:07:00,0.136,0.864,0.0
2025-01-02 17:09:41,0.0,1.0,0.0
2025-01-02 21:45:08,0.0,1.0,0.0
2024-12-31 09:23:36,0.189,0.811,0.0
2025-01-02 18:29:21,0.117,0.67,0.212
2024-12-11 08:00:00,0.0,0.364,0.636
2025-01-02 15:06:21,0.0,0.645,0.355
2025-01-02 13:03:01,0.0,1.0,0.0
2025-01-02 23:37:14,0.0,0.816,0.184
2025-01-02 18:37:34,0.0,0.732,0.268
2025-01-02 12:40:30,0.0,1.0,0.0
2025-01-02 23:34:56,0.197,0.803,0.0
2024-12-31 09:57:00,0.2,0.8,0.0
2025-01-02 19:22:14,0.0,0.672,0.328
2025-01-02 12:57:00,0.0,1.0,0.0
2025-01-01 13:00:26,0.0,1.0,0.0
2025-01-02 17:54:52,0.214,0.536,0.25
2025-01-03 00:46:00,0.0,1.0,0.0
2025-01-02 16:05:00,0.0,0.855,0.145
2024-12-30 17:31:10,0.0,0.67,0.33
2025-01-02 23:36:00,0.0,1.0,0.0
2025-01-02 18:04:09,0.201,0.592,0.207
2025-01-02 05:59:14,0.0,1.0,0.0
2024-12-30 18:38:00,0.0,0.645,0.355
2025-01-02 19:58:20,0.162,0.684,0.154
2025-01-02 22:25:00,0.187,0.813,0.0
2025-01-02 14:00:00,0.0,1.0,0.0
2025-01-03 00:00:00,0.236,0.625,0.139
2025-01-03 14:08:00,0.0,1.0,0.0
2025-01-03 08:52:00,0.0,1.0,0.0
2025-01-03 18:34:53,0.0,1.0,0.0
2025-01-03 12:49:08,0.0,0.877,0.123
2025-01-03 18:40:00,0.0,1.0,0.0
2025-01-03 05:45:00,0.0,1.0,0.0
2025-01-03 19:43:10,0.0,1.0,0.0
2025-01-03 15:50:00,0.0,1.0,0.0
2025-01-03 11:35:00,0.0,0.744,0.256
2025-01-03 21:40:00,0.0,1.0,0.0
2025-01-03 16:03:00,0.0,1.0,0.0
2025-01-03 13:00:00,0.0,1.0,0.0
2025-01-03 10:44:00,0.0,1.0,0.0
2025-01-03 15:34:45,0.0,1.0,0.0
2025-01-03 11:00:00,0.0,1.0,0.0
2025-01-03 12:05:53,0.0,1.0,0.0
2025-01-03 12:22:00,0.0,1.0,0.0
2025-01-03 12:27:41,0.0,0.926,0.074
2025-01-03 12:53:00,0.0,0.915,0.085
2025-01-03 19:02:00,0.0,1.0,0.0
2025-01-03 10:24:39,0.245,0.755,0.0
2025-01-02 21:34:00,0.0,1.0,0.0
2025-01-03 12:00:02,0.0,1.0,0.0
2025-01-03 10:45:00,0.25,0.641,0.109
2025-01-02 09:51:00,0.0,1.0,0.0
2025-01-03 19:50:00,0.0,1.0,0.0
2025-01-03 08:31:38,0.0,1.0,0.0
2025-01-01 13:20:00,0.0,1.0,0.0
2025-01-03 12:11:00,0.0,0.826,0.174
2025-01-03 16:50:21,0.0,1.0,0.0
2025-01-03 16:11:00,0.0,1.0,0.0
2025-01-03 13:03:00,0.0,1.0,0.0
2025-01-02 09:25:00,0.0,1.0,0.0
2025-01-03 10:51:00,0.0,0.846,0.154
2025-01-03 14:23:50,0.0,1.0,0.0
2025-01-02 18:00:12,0.0,0.833,0.167
2025-01-03 17:13:17,0.0,0.8,0.2
2025-01-03 19:00:00,0.661,0.339,0.0
2025-01-03 15:24:52,0.0,0.792,0.208
2025-01-03 07:40:43,0.0,1.0,0.0
2025-01-01 11:22:02,0.0,1.0,0.0
2025-01-03 17:48:35,0.0,1.0,0.0
2025-01-03 16:44:48,0.0,1.0,0.0
2025-01-03 06:26:02,0.0,1.0,0.0
2025-01-03 14:48:25,0.0,1.0,0.0
2025-01-03 14:20:37,0.0,1.0,0.0
2025-01-02 11:31:00,0.0,1.0,0.0
2025-01-03 17:04:00,0.0,1.0,0.0
2025-01-03 11:30:00,0.0,1.0,0.0
2025-01-03 13:52:53,0.0,0.861,0.139
2024-12-30 16:38:01,0.0,0.882,0.118
2025-01-03 12:24:00,0.0,0.787,0.213
2025-01-03 16:17:00,0.0,0.826,0.174
2025-01-03 16:00:03,0.0,1.0,0.0
2025-01-03 13:58:00,0.0,1.0,0.0
2025-01-03 13:58:14,0.0,1.0,0.0
2025-01-03 16:36:00,0.0,0.806,0.194
2025-01-03 19:28:37,0.0,0.826,0.174
2025-01-03 16:00:00,0.0,1.0,0.0
2025-01-03 14:00:53,0.0,1.0,0.0
2025-01-03 12:08:00,0.0,1.0,0.0
2025-01-03 15:56:00,0.0,1.0,0.0
2025-01-02 13:42:00,0.0,0.902,0.098
2025-01-03 16:29:00,0.0,0.792,0.208
2025-01-03 12:43:00,0.0,1.0,0.0
2025-01-03 15:31:22,0.0,1.0,0.0
2025-01-03 13:44:00,0.0,1.0,0.0
2025-01-03 15:04:00,0.0,1.0,0.0
2025-01-03 15:04:00,0.0,1.0,0.0
2025-01-03 13:11:34,0.0,0.846,0.154
2025-01-02 10:26:00,0.0,1.0,0.0
2025-01-03 06:13:00,0.0,1.0,0.0
2025-01-03 18:30:50,0.0,0.805,0.195
2025-01-03 12:51:00,0.0,1.0,0.0
2025-01-03 12:00:00,0.0,0.811,0.189
2025-01-03 12:00:43,0.0,1.0,0.0
2025-01-03 13:58:00,0.0,1.0,0.0
2025-01-03 14:32:00,0.0,1.0,0.0
2025-01-03 16:29:24,0.0,1.0,0.0
2025-01-03 11:36:00,0.0,1.0,0.0
2025-01-03 11:57:01,0.0,1.0,0.0
2025-01-03 10:44:07,0.0,0.816,0.184
2025-01-03 20:54:30,0.0,0.721,0.279
2025-01-03 13:58:00,0.0,1.0,0.0
2025-01-03 11:40:40,0.0,1.0,0.0
2024-12-31 09:55:00,0.0,1.0,0.0
2025-01-03 13:24:11,0.0,1.0,0.0
2025-01-03 15:47:00,0.232,0.595,0.173
2025-01-03 03:52:59,0.0,1.0,0.0
2024-12-29 10:00:42,0.0,1.0,0.0
2025-01-01 14:57:00,0.0,1.0,0.0
2025-01-03 15:09:43,0.0,1.0,0.0
2025-01-03 17:48:34,0.0,0.638,0.362
2024-12-31 09:22:00,0.0,0.833,0.167
2025-01-03 14:58:14,0.0,0.78,0.22
2025-01-02 18:55:00,0.0,1.0,0.0
2024-12-11 08:00:00,0.0,0.744,0.256
2025-01-03 15:52:00,0.302,0.543,0.155
2025-01-02 06:02:00,0.0,1.0,0.0
2025-01-02 16:00:00,0.324,0.676,0.0
2025-01-02 19:25:09,0.0,1.0,0.0
2025-01-02 17:49:07,0.348,0.652,0.0
2025-01-03 08:35:00,0.209,0.791,0.0
2025-01-02 21:56:00,0.0,1.0,0.0
2025-01-03 05:50:36,0.319,0.519,0.163
2025-01-02 21:38:29,0.273,0.579,0.149
2025-01-03 12:38:00,0.0,0.811,0.189
2025-01-02 19:48:09,0.0,0.732,0.268
2025-01-02 14:33:12,0.0,0.744,0.256
2025-01-03 22:15:00,0.0,1.0,0.0
2024-12-31 17:25:48,0.0,1.0,0.0
2024-12-31 18:34:00,0.0,1.0,0.0
2025-01-02 16:42:00,0.268,0.732,0.0
2024-12-26 08:00:00,0.0,0.822,0.178
2024-12-28 08:30:00,0.195,0.805,0.0
2024-12-31 10:30:00,0.29,0.492,0.219
2024-12-31 14:13:00,0.42,0.58,0.0
2025-01-03 19:18:00,0.0,0.682,0.318
2024-12-26 08:00:00,0.0,0.752,0.248
2024-12-26 08:00:00,0.0,0.776,0.224
2025-01-03 04:37:00,0.32,0.68,0.0
2025-01-03 11:59:56,0.0,0.529,0.471
2024-12-30 18:19:53,0.0,0.519,0.481
2025-01-03 21:17:11,0.0,1.0,0.0
2025-01-03 21:11:40,0.0,0.849,0.151
2025-01-03 18:45:00,0.0,1.0,0.0
2025-01-03 20:09:44,0.0,1.0,0.0
2025-01-03 19:09:25,0.113,0.887,0.0
2025-01-03 20:23:51,0.19,0.7,0.11
2025-01-03 20:50:00,0.32,0.68,0.0
2025-01-03 11:56:23,0.213,0.787,0.0
2025-01-03 17:25:00,0.0,0.46,0.54
2025-01-03 12:12:43,0.167,0.833,0.0
2025-01-03 17:24:00,0.213,0.787,0.0
2025-01-03 14:01:03,0.0,1.0,0.0
2025-01-03 14:47:02,0.0,1.0,0.0
2025-01-03 22:56:00,0.0,1.0,0.0
2025-01-03 16:45:42,0.0,0.497,0.503
2025-01-03 17:28:00,0.0,0.68,0.32
2025-01-03 13:08:18,0.234,0.638,0.128
2025-01-03 21:00:37,0.156,0.844,0.0
2025-01-03 19:13:00,0.0,0.642,0.358
2025-01-03 16:27:15,0.0,0.602,0.398
2025-01-03 14:00:16,0.0,1.0,0.0
2025-01-03 16:35:00,0.123,0.877,0.0
2025-01-03 17:39:51,0.0,0.693,0.307
2025-01-03 09:54:11,0.0,1.0,0.0
2025-01-03 12:23:01,0.231,0.769,0.0
2025-01-03 15:00:00,0.0,0.645,0.355
2025-01-03 18:35:00,0.0,0.68,0.32
2025-01-03 13:11:00,0.0,1.0,0.0
2025-01-03 05:43:00,0.349,0.651,0.0
2025-01-03 20:01:39,0.0,0.708,0.292
2025-01-03 17:42:00,0.174,0.826,0.0
2025-01-03 15:22:00,0.25,0.75,0.0
2025-01-03 15:55:34,0.0,1.0,0.0
2025-01-03 12:00:00,0.0,0.769,0.231
2025-01-03 13:08:00,0.0,0.82,0.18
2025-01-03 22:02:29,0.0,0.708,0.292
2025-01-03 10:01:19,0.0,0.588,0.412
2025-01-03 13:10:00,0.0,1.0,0.0
2025-01-03 19:50:00,0.0,1.0,0.0
2025-01-03 09:50:00,0.266,0.734,0.0
2025-01-03 09:00:36,0.0,0.781,0.219
2025-01-03 22:02:00,0.0,1.0,0.0
2025-01-03 15:03:00,0.394,0.606,0.0
2025-01-03 23:06:00,0.0,1.0,0.0
2025-01-02 11:58:51,0.0,1.0,0.0
2025-01-03 19:00:37,0.0,0.647,0.353
2025-01-03 08:35:00,0.0,1.0,0.0
2025-01-02 18:23:26,0.248,0.752,0.0
2025-01-04 00:00:00,0.239,0.761,0.0
2025-01-03 03:39:20,0.0,0.847,0.153
2025-01-03 21:46:44,0.201,0.671,0.128
2025-01-03 14:48:00,0.268,0.732,0.0
2024-12-30 05:37:37,0.278,0.722,0.0
2025-01-03 20:34:00,0.18,0.467,0.353
2025-01-03 22:17:43,0.0,1.0,0.0
2024-12-11 08:00:00,0.0,0.693,0.307
2025-01-03 12:00:03,0.0,0.629,0.371
2025-01-03 22:00:22,0.0,1.0,0.0
2025-01-03 12:43:47,0.286,0.714,0.0
2025-01-02 09:57:00,0.308,0.692,0.0
2025-01-03 12:00:00,0.0,0.585,0.415
2025-01-03 22:38:00,0.171,0.61,0.22
2025-01-03 19:37:16,0.19,0.5,0.31
2025-01-02 10:05:51,0.0,0.748,0.252
2024-12-16 08:00:00,0.0,1.0,0.0
2025-01-03 14:31:00,0.0,0.617,0.383
2024-12-18 08:00:00,0.0,1.0,0.0
2025-01-03 11:10:30,0.0,0.609,0.391
2025-01-02 17:36:00,0.0,1.0,0.0
2025-01-03 17:30:00,0.22,0.5,0.28
2025-01-03 12:16:50,0.0,0.729,0.271
2025-01-03 12:49:00,0.0,0.729,0.271
2025-01-03 08:34:00,0.0,0.843,0.157
2025-01-03 00:15:00,0.011,0.84,0.149
2025-01-02 23:33:56,0.174,0.649,0.176
2025-01-02 22:51:31,0.087,0.913,0.0
2025-01-02 22:48:41,0.159,0.663,0.178
2025-01-02 22:38:29,0.154,0.769,0.077
2025-01-02 22:09:11,0.13,0.771,0.098
2025-01-02 21:10:29,0.151,0.789,0.06
2025-01-02 20:48:09,0.041,0.874,0.085
2025-01-02 19:21:00,0.164,0.836,0.0
2025-01-02 18:49:07,0.244,0.756,0.0
2025-01-02 18:34:33,0.0,0.663,0.337
2025-01-02 18:13:31,0.029,0.701,0.27
2025-01-02 18:10:00,0.231,0.538,0.232
2025-01-02 18:00:47,0.0,0.727,0.273
2025-01-02 17:27:56,0.187,0.349,0.463
2025-01-02 16:55:00,0.0,0.769,0.231
2025-01-02 16:12:38,0.182,0.704,0.114
2025-01-02 16:08:25,0.258,0.613,0.129
2025-01-03 23:45:21,0.0,1.0,0.0
2025-01-03 23:38:00,0.0,0.798,0.202
2025-01-03 22:51:13,0.182,0.736,0.081
2025-01-03 22:03:15,0.0,0.861,0.139
2025-01-03 21:50:07,0.195,0.592,0.213
2025-01-03 21:09:44,0.112,0.703,0.185
2025-01-03 20:43:53,0.095,0.731,0.174
2025-01-03 20:18:33,0.064,0.583,0.353
2025-01-03 20:13:42,0.0,0.803,0.197
2025-01-03 19:45:09,0.152,0.762,0.085
2025-01-03 19:00:00,0.0,0.89,0.11
2025-01-03 17:14:39,0.115,0.885,0.0
2025-01-03 16:41:39,0.0,0.673,0.327
2025-01-03 15:00:16,0.0,0.834,0.166
2025-01-03 14:25:27,0.147,0.721,0.132
2025-01-03 14:11:00,0.133,0.867,0.0
2025-01-03 13:32:50,0.193,0.702,0.105
2025-01-03 13:10:29,0.0,0.903,0.097
2025-01-03 13:02:22,0.0,1.0,0.0
2025-01-03 12:59:12,0.091,0.577,0.332
